,step,mean_change,std_change,per_layer,per_qubit,rx_changes,ry_changes,rz_changes,changed,dnorm,rel_chg,rep,opt
0,0,0.012566363061599126,0.006283181518535147,[0.01570796 0.01570796 0.01570796 0.01178095 0.00392699],[0.01256636 0.01256637],0.014137162300200243,inf,0.010995563822998006,0.95,0.0010952635882747563,0.07999995191763642,0,adam
1,1,0.012493762855538531,0.006255848046312698,[0.01571695 0.01571343 0.01572019 0.01139887 0.00391938],[0.01241645 0.01257107],0.014139708944526676,inf,0.010847816766550384,1.0,0.001085954777466825,0.07953776465107465,0,adam
2,2,0.012225560496364337,0.006298361631574808,[0.01572899 0.01571902 0.01573839 0.01003756 0.00390385],[0.01187525 0.01257587],0.01413964218085886,inf,0.01031147881186981,1.0,0.0010394441093365206,0.07783033540261552,0,adam
3,3,0.01179667552795818,0.006802097342091401,[0.0157415  0.01572116 0.0157604  0.00788032 0.00388001],[0.01101461 0.01257874],0.01413403169220967,inf,0.009459319363706689,1.0,0.000977276324897681,0.07509996889302939,0,adam
4,4,0.01210803420727706,0.006387735871096266,[0.01575173 0.01571576 0.01578392 0.00943939 0.00384937],[0.01163785 0.01257822],0.014120555618577158,inf,0.010095512795976964,1.0,0.0009468394903937716,0.07708213980855616,0,adam
5,5,0.012267323719122534,0.006274593052125216,[0.01575683 0.01569829 0.01580656 0.01026305 0.00381189],[0.01196264 0.01257201],0.014096117910889808,inf,0.01043852952735526,1.0,0.0009347954132436445,0.0780962083362724,0,adam
6,6,0.012345875079418011,0.006242006219280682,[0.0157538  0.01566385 0.01582584 0.01071996 0.00376593],[0.01213475 0.012557  ],0.014056809836611565,inf,0.01063494032222446,1.0,0.0009276073769320827,0.07859628182737666,0,adam
7,7,0.012378918935373092,0.006228160416075978,[0.01573954 0.01560728 0.01583927 0.01099933 0.00370918],[0.01222818 0.01252966],0.013998334464325907,inf,0.01075950340642028,1.0,0.0009205817177128548,0.0788066455479397,0,adam
8,8,0.012379804778512107,0.006216215354188307,[0.01571095 0.01552325 0.01584434 0.01118138 0.00363911],[0.01227332 0.01248628],0.01391622426416481,inf,0.010843385292859404,1.0,0.0009118789432804687,0.07881228500051485,0,adam
9,9,0.012352967275359871,0.006200803319760453,[0.01566499 0.01540641 0.01583859 0.01130173 0.00355312],[0.01228287 0.01242306],0.013805985479745556,inf,0.010899949070974186,1.0,0.0009005427013334811,0.07864143214903763,0,adam
10,10,0.012299171784619681,0.006180100267258801,[0.01559875 0.01525156 0.01581968 0.01137724 0.00344862],[0.01226211 0.01233623],0.013663253732423178,inf,0.010935089836816183,1.0,0.0008859748114823135,0.07829895941834342,0,adam
11,11,0.012217659701567659,0.006153808776025921,[0.0155096  0.01505393 0.01578538 0.0114162  0.00332318],[0.01221312 0.0122222 ],0.013483988629101903,inf,0.010951330774033414,1.0,0.0008677950540262366,0.07778003738076555,0,adam
12,12,0.012107150156799197,0.006122626588216851,[0.01539528 0.01480942 0.01573366 0.01142267 0.00317471],[0.01213653 0.01207777],0.013264711626626341,inf,0.010949588686972052,1.0,0.0008458139751104317,0.07707651176841623,0,adam
13,13,0.01196639340932522,0.006088109873490244,[0.01525399 0.01451502 0.01566273 0.01139857 0.00300166],[0.01203245 0.01190034],0.013002776007951503,inf,0.010930010810698939,1.0,0.0008200401309167038,0.07618042648305545,0,adam
14,14,0.011794525508931664,0.0060525983996600145,[0.0150845  0.01416911 0.01557108 0.01134472 0.00280322],[0.0119009  0.01168815],0.01269664352107828,inf,0.010892407496785052,1.0,0.0007906918888680616,0.07508628144679697,0,adam
15,15,0.011591310268729886,0.006019067116832667,[0.01488622 0.01377179 0.0154575  0.01126148 0.00257956],[0.01174209 0.01144053],0.012346128896849435,inf,0.01083649164061034,1.0,0.0007612848209977905,0.07379257304720821,0,adam
16,16,0.011357290815808375,0.005990841171115032,[0.01465919 0.0133251  0.01532115 0.01114903 0.00233199],[0.01155657 0.01115801],0.011952565702056273,inf,0.010762015929560474,1.0,0.0007312783689656679,0.07230275893872351,0,adam
17,17,0.011093850011038266,0.005971167389379728,[0.0144041  0.012833   0.01516152 0.01100763 0.00206299],[0.01134526 0.01084244],0.011518849788691367,inf,0.010668850233385162,1.0,0.0006993932735949833,0.07062564268707283,0,adam
18,18,0.010803177096331874,0.005962696818442299,[0.01412221 0.01230124 0.01497846 0.01083777 0.0017762 ],[0.01110948 0.01049687],0.011049333346843163,inf,0.010557020845820582,1.0,0.0006662772195965138,0.06877516143913431,0,adam
19,19,0.010488147715700199,0.005966987601181613,[0.01381526 0.01173696 0.01477214 0.0106402  0.00147618],[0.0108509 0.0101254],0.010549571066001916,inf,0.01042672436539848,1.0,0.0006325801293904164,0.06676962211326631,0,adam
20,20,0.010152138398642308,0.0059841582869007304,[0.01348535 0.01114818 0.01454305 0.01041599 0.00116812],[0.01057147 0.00973281],0.01002595176646798,inf,0.010278325030816637,1.0,0.0005989034411939838,0.0646305203638784,0,adam
21,21,0.009798807663088806,0.0060127896329799715,[0.01313481 0.01054326 0.01429192 0.01016656 0.00085748],[0.01027334 0.00932427],0.0094852730566831,inf,0.010112342269494512,1.0,0.0005657606258530233,0.06238114703949327,0,adam
22,22,0.009431878995957033,0.006050097544696881,[0.0127661  0.00993031 0.01401973 0.00989363 0.00054963],[0.0099588  0.00890496],0.008934324258585103,inf,0.009929433733328961,1.0,0.0005335539393207482,0.06004520659404711,0,adam
23,23,0.0090549551986409,0.006092317064705652,[0.01238167 0.0093168  0.01372763 0.00959921 0.00024947],[0.00963017 0.00847974],0.008379532696811975,inf,0.009730377700469823,1.0,0.0005025680287515039,0.05764563517357435,0,adam
24,24,0.008686871898685411,0.006113234190583031,"[1.19839233e-02 8.70923933e-03 1.34169364e-02 9.28553522e-03
 3.87252639e-05]",[0.00928976 0.00808398],0.007857686523630182,inf,0.009516057273740641,1.0,0.00047297742051314516,0.05530234410727464,0,adam
25,25,0.008408757811237535,0.006003632912366112,[0.01157513 0.00811305 0.01308907 0.00895506 0.00031148],[0.00893981 0.0078777 ],0.0075300681038637934,inf,0.009287447518611278,1.0,0.00044486308094867364,0.05353181483684155,0,adam
26,26,0.008204528098451291,0.005791965031878509,[0.01115739 0.00794317 0.01274555 0.00861037 0.00056616],[0.00858246 0.00782659],0.007363450631522219,inf,0.009045605565380366,1.0,0.0004182331703197226,0.05223164810419467,0,adam
27,27,0.008002360490680207,0.00557852033744422,[0.01073267 0.00783614 0.01238796 0.00825415 0.00080089],[0.00821974 0.00778498],0.007213058022574012,inf,0.008791662958786405,1.0,0.0003930441570625139,0.05094460913980137,0,adam
28,28,0.007786783604471414,0.005384881334075616,[0.01030273 0.00770962 0.01201794 0.00788912 0.00101451],[0.00785352 0.00772004],0.007046748074199935,inf,0.008526819134742899,1.0,0.00036921986757240764,0.049572204057542146,0,adam
