,step,mean_change,std_change,per_layer,per_qubit,rx_changes,ry_changes,rz_changes,changed,dnorm,rel_chg,rep,opt
0,0,2.0689102652874258e-11,1.9992568056486916e-11,[2.65412841e-11 4.75274401e-12 2.94950891e-11 2.19672934e-11],[1.74765401e-11 2.39016652e-11],inf,inf,2.0689102652874258e-11,1.0,1.1094989537361712e-21,5.268452341056218e-11,0,adam
1,1,2.7923475997607922e-11,2.365634697023402e-11,[2.22646342e-11 1.27080489e-11 3.83640847e-11 3.83571362e-11],[2.12664798e-11 3.45804722e-11],inf,inf,2.792347599760792e-11,1.0,1.8004325215715698e-21,7.11064540581674e-11,0,adam
2,2,3.183540663233733e-11,2.338219800298414e-11,[3.28595579e-11 1.56714291e-11 2.66260230e-11 5.21846165e-11],[3.01944258e-11 3.34763875e-11],inf,inf,3.183540663233733e-11,1.0,1.5390055347981218e-21,8.106804116891908e-11,0,adam
3,3,2.948580946844834e-11,2.4905446082701556e-11,[2.63149215e-11 1.71324973e-11 2.04971623e-11 5.39986569e-11],[2.38925559e-11 3.50790630e-11],inf,inf,2.948580946844834e-11,1.0,1.7288806162853154e-21,7.508482724460919e-11,0,adam
4,4,1.997271081276687e-11,1.84417910273665e-11,[1.11669342e-11 1.12544797e-11 8.92527564e-12 4.85441538e-11],[1.55555420e-11 2.43898796e-11],inf,inf,1.997271081276687e-11,1.0,1.303258473021417e-21,5.085976084728827e-11,0,adam
5,5,1.2728256710604786e-11,1.4593463161005576e-11,[8.84052589e-12 7.48374504e-12 4.70949444e-13 3.41178065e-11],[8.59807543e-12 1.68584380e-11],inf,inf,1.2728256710604788e-11,1.0,4.230624004090281e-22,3.241229507011667e-11,0,adam
6,6,1.593913940172078e-11,1.1564507854530057e-11,[1.83559543e-11 8.09787149e-12 4.96356386e-12 3.23391679e-11],[1.60716948e-11 1.58065840e-11],inf,inf,1.593913940172078e-11,1.0,1.056434128490076e-21,4.05886435572711e-11,0,adam
7,7,1.284014780451063e-11,1.1754048822347019e-11,[1.64515781e-11 4.64767197e-12 1.63553239e-12 2.86258087e-11],[1.29069364e-11 1.27733592e-11],inf,inf,1.2840147804510631e-11,1.0,6.817217766040519e-22,3.269740034284041e-11,0,adam
8,8,1.0214295106195774e-11,1.1361173798927824e-11,[4.26200091e-12 3.71431836e-12 4.19593305e-12 2.86849281e-11],[6.75126268e-12 1.36773275e-11],inf,inf,1.0214295106195776e-11,1.0,4.273175611584916e-22,2.6010527065523092e-11,0,adam
9,9,1.4782727064065594e-11,1.2751347507705947e-11,[7.91693831e-12 5.12315564e-12 1.29405426e-11 3.31502717e-11],[9.72140070e-12 1.98440534e-11],inf,inf,1.4782727064065594e-11,1.0,7.07689172489434e-22,3.764366596215041e-11,0,adam
