,step,mean_change,std_change,per_layer,per_qubit,rx_changes,ry_changes,rz_changes,changed,dnorm,rel_chg,rep,opt
0,0,0.01308996342311311,0.0058540095918163835,[0.01570796 0.01570796 0.01570796 0.00523599],[0.01570796 0.01178097 0.01178097],inf,0.01308996342311311,inf,1.0,0.0006452391869825059,0.04999997720833349,0,adam
1,1,0.013080239616630317,0.005849808154970407,[0.0157201  0.01570776 0.01565406 0.00523903],[0.01571126 0.01173881 0.01179064],inf,0.013080239616630317,inf,1.0,0.0006434954296795676,0.049962835003515726,0,adam
2,2,0.013057014291206271,0.005840643074641818,[0.01574095 0.01570475 0.0155388  0.00524356],[0.01571356 0.01165172 0.01180577],inf,0.013057014291206268,inf,1.0,0.0006402834973347385,0.04987412079520781,0,adam
3,3,0.0130119955051587,0.005825547794726269,[0.0157692  0.01569594 0.01533369 0.00524915],[0.01571042 0.0115004  0.01182517],inf,0.0130119955051587,inf,1.0,0.000634840716202821,0.04970216169925279,0,adam
4,4,0.012934285531566198,0.005806576719179493,[0.01580325 0.01567789 0.0150006  0.0052554 ],[0.01569663 0.01125854 0.01184769],inf,0.012934285531566198,inf,1.0,0.0006262543492821908,0.04940533146505777,0,adam
5,5,0.01281078380070378,0.005793472776685733,[0.01584157 0.01564686 0.0144928  0.00526191],[0.01566669 0.01089329 0.01187237],inf,0.012810783800703779,inf,1.0,0.0006136287910325585,0.048933589602325966,0,adam
6,6,0.012628456904450552,0.005810782602313402,[0.01588298 0.01559878 0.0137638  0.00526827],[0.01561557 0.01037124 0.01189856],inf,0.012628456904450547,inf,1.0,0.0005965062454970899,0.048237152159190444,0,adam
7,7,0.012379816002115449,0.005901590347416559,[0.01592673 0.01552932 0.01278911 0.0052741 ],[0.01553979 0.00967369 0.01192596],inf,0.012379816002115443,inf,1.0,0.0005755517845541831,0.04728741387131552,0,adam
8,8,0.012070338598964505,0.006112885834541684,[0.01597254 0.01543388 0.01159592 0.00527902],[0.01543863 0.00881772 0.01195467],inf,0.012070338598964503,inf,1.0,0.0005530360410899333,0.04610529726763435,0,adam
9,9,0.011721251171299378,0.006458757264840965,[0.0160204  0.01530753 0.01027442 0.00528265],[0.01531476 0.00786409 0.01198491],inf,0.011721251171299374,inf,1.0,0.0005322339862849681,0.04477188151521516,0,adam
10,10,0.011556414506390117,0.0065677257880432756,[0.01607022 0.0151452  0.0097256  0.00528463],[0.01517374 0.00747874 0.01201676],inf,0.011556414506390117,inf,1.0,0.0005157547066066287,0.04414225183466103,0,adam
11,11,0.011697488400647035,0.006227475037275635,[0.01612164 0.01494183 0.01044189 0.00528459],[0.01502245 0.00802009 0.01204992],inf,0.011697488400647035,inf,1.0,0.0005043730526661317,0.04468111441735423,0,adam
12,12,0.011788841115677025,0.006031295400213842,[0.01617385 0.01469283 0.01100654 0.00528214],[0.01486736 0.00841555 0.01208361],inf,0.011788841115677023,inf,1.0,0.000497347858095679,0.045030056085239245,0,adam
13,13,0.011830920311394906,0.0059540799161937824,[0.01622572 0.01439462 0.01142643 0.0052769 ],[0.01471365 0.00866248 0.01211663],inf,0.011830920311394905,inf,1.0,0.0004934090439218832,0.04519078677323529,0,adam
14,14,0.01182894498439368,0.005966891703847583,[0.01627591 0.01404535 0.01172604 0.00526848],[0.01456486 0.00877441 0.01214756],inf,0.01182894498439368,inf,1.0,0.0004914350718245786,0.045183241579880074,0,adam
15,15,0.011789429077746315,0.006047159554213187,[0.01632293 0.01364553 0.01193279 0.00525646],[0.01442314 0.00877032 0.01217483],inf,0.011789429077746313,inf,1.0,0.0004906649002146279,0.04503230193491148,0,adam
16,16,0.011718668431633146,0.0061795641289540655,[0.01636527 0.01319851 0.01207045 0.00524045],[0.01428946 0.00866972 0.01219682],inf,0.011718668431633146,inf,1.0,0.0004906629246177975,0.04476201617638487,0,adam
17,17,0.011622347980344528,0.00635345847298442,[0.01640133 0.01271061 0.01215744 0.00522002],[0.01416393 0.00849121 0.01221191],inf,0.011622347980344526,inf,1.0,0.0004912097193122157,0.044394099153742594,0,adam
18,18,0.011505534434232757,0.006560094803444566,[0.01642948 0.01219074 0.01220717 0.00519475],[0.01404598 0.00825218 0.01221844],inf,0.011505534434232759,inf,1.0,0.0004921909506841493,0.04394790427493178,0,adam
19,19,0.011372690344737398,0.006790815267064294,[0.01644803 0.01164957 0.01222894 0.00516422],[0.01393446 0.00796882 0.01221479],inf,0.011372690344737401,inf,1.0,0.0004935083041349365,0.04344047723084232,0,adam
20,20,0.011227606709202765,0.007036374664744492,[0.01645522 0.01109832 0.01222888 0.005128  ],[0.01382777 0.00765574 0.01219932],inf,0.011227606709202762,inf,1.0,0.0004950211622397368,0.04288629856467252,0,adam
21,21,0.011338245154453135,0.0068676130186506095,[0.0164492  0.01160739 0.01221069 0.0050857 ],[0.01372391 0.00812048 0.01217035],inf,0.011338245154453133,inf,1.0,0.0004965213857274065,0.043308906295654426,0,adam
22,22,0.011434322311964595,0.006714220076156036,[0.01642802 0.01209607 0.01217629 0.00503691],[0.01362054 0.00855621 0.01212621],inf,0.011434322311964592,inf,1.0,0.000497736996151648,0.04367589400452254,0,adam
23,23,0.011508885762587026,0.006582046568006643,[0.01638969 0.01253839 0.0121262  0.00498126],[0.01351506 0.00894635 0.01206524],inf,0.011508885762587026,inf,1.0,0.0004983548616726102,0.04396070540629582,0,adam
24,24,0.011559373094017214,0.006468585002268078,[0.01633213 0.01292695 0.01205998 0.00491843],[0.01340468 0.00928766 0.01198578],inf,0.011559373094017215,inf,1.0,0.0004980505776399495,0.044153552806951435,0,adam
25,25,0.011583628605155778,0.006370071386968174,[0.01625327 0.01325668 0.01197646 0.00484811],[0.01328647 0.00957818 0.01188623],inf,0.01158362860515578,inf,1.0,0.00049651607842356,0.04424620203482932,0,adam
26,26,0.011579890986247697,0.006282169462539124,[0.01615103 0.01352443 0.01187404 0.00477007],[0.01315749 0.00981706 0.01176512],inf,0.011579890986247695,inf,1.0,0.0004934799986899744,0.044231925382238524,0,adam
27,27,0.0115467559749369,0.006200520787023833,[0.01602339 0.01372864 0.01175083 0.00468416],[0.01301483 0.0100043  0.01162113],inf,0.0115467559749369,inf,1.0,0.000488719923226169,0.044105358962090335,0,adam
28,28,0.011483139971715232,0.006121107729529733,[0.01586846 0.0138689  0.0116049  0.00459029],[0.01285575 0.01014051 0.01145316],inf,0.011483139971715234,inf,1.0,0.00048206809531847744,0.04386236372915042,0,adam
29,29,0.011388258180148679,0.006040443961918578,[0.01568452 0.01394565 0.01143439 0.00448848],[0.01267768 0.01022668 0.01126041],inf,0.01138825818014868,inf,1.0,0.0004734128965488866,0.043499941981856916,0,adam
30,30,0.011261620875245895,0.005955637891526545,[0.01547005 0.01395994 0.01123766 0.00437882],[0.0124784  0.01026406 0.01104241],inf,0.011261620875245895,inf,1.0,0.0004626980978140951,0.04301622310853426,0,adam
31,31,0.011103045086384114,0.0058643781120493715,[0.01522386 0.01391336 0.0110134  0.00426155],[0.01225602 0.01025403 0.01079909],inf,0.011103045086384114,inf,1.0,0.0004499211605243579,0.04241050821288517,0,adam
32,32,0.010912675821982173,0.005764880219297233,[0.01494508 0.0138079  0.01076074 0.00413699],[0.01200909 0.01019812 0.01053082],inf,0.010912675821982173,inf,1.0,0.0004351311774023888,0.04168335118626887,0,adam
33,33,0.010691010126498188,0.005655821129898987,[0.01463324 0.01364595 0.01047928 0.00400557],[0.01173666 0.01009794 0.01023843],inf,0.010691010126498188,inf,1.0,0.0004184265246659217,0.04083665059866459,0,adam
34,34,0.01043891766397704,0.005536275800531339,[0.01428831 0.0134303  0.01016921 0.00386785],[0.01143826 0.00995527 0.00992322],inf,0.01043891766397704,inf,1.0,0.00039995201450297995,0.039873728322029844,0,adam
35,35,0.010157652638067949,0.0054056633010850725,[0.01391076 0.01316414 0.00983125 0.00372446],[0.01111398 0.00977205 0.00958693],inf,0.010157652638067947,inf,1.0,0.0003798952365033541,0.03879937506141484,0,adam
36,36,0.009848853436891512,0.005263704040783919,[0.01350154 0.01285101 0.00946673 0.00357613],[0.01076444 0.00955042 0.0092317 ],inf,0.009848853436891512,inf,1.0,0.0003584817962036489,0.037619848998453165,0,adam
37,37,0.009514527919459339,0.00511038731687357,[0.0130621  0.01249485 0.0090775  0.00342366],[0.01039078 0.00929274 0.00886006],inf,0.009514527919459339,inf,1.0,0.00033596928640014967,0.03634281958962715,0,adam
38,38,0.009157023844370366,0.004945946994759606,[0.01259439 0.01209989 0.00866591 0.0032679 ],[0.00999463 0.00900163 0.00847481],inf,0.009157023844370367,inf,1.0,0.0003126399803609873,0.03497725461220558,0,adam
39,39,0.008778985387820624,0.004770842635571338,[0.01210082 0.01167064 0.00823475 0.00310972],[0.00957805 0.00867995 0.00807895],inf,0.008778985387820624,inf,1.0,0.0002887924142662017,0.03353325407527641,0,adam
40,40,0.008383297882514719,0.004585743482226506,[0.01158421 0.0112118  0.00778715 0.00295004],[0.00914349 0.00833077 0.00767564],inf,0.008383297882514717,inf,1.0,0.00026473218727708034,0.03202183913793677,0,adam
41,41,0.007973023807269313,0.004391513117495878,[0.0110477  0.01072817 0.00732648 0.00278974],[0.00869368 0.00795737 0.00726802],inf,0.007973023807269315,inf,1.0,0.00024076243132956855,0.030454707607590725,0,adam
42,42,0.007551333577831846,0.00418919328560745,[0.01049474 0.01022462 0.00685627 0.00262971],[0.00823157 0.0075632  0.00685923],inf,0.007551333577831848,inf,1.0,0.00021717447644098635,0.02884396958034574,0,adam
43,43,0.007121434908361945,0.003979986069044325,[0.00992894 0.00970595 0.00638009 0.00247076],[0.00776028 0.00715179 0.00645224],inf,0.007121434908361947,inf,1.0,0.00019423924492246298,0.027201877621751525,0,adam
44,44,0.00668650433198703,0.0037652344658604506,[0.00935402 0.00917682 0.00590149 0.00231368],[0.00728294 0.00672671 0.00604986],inf,0.006686504331987031,inf,1.0,0.00017219985551235345,0.025540565194586584,0,adam
45,45,0.006249624049975346,0.0035464021342242083,[0.00877372 0.00864171 0.00542387 0.0021592 ],[0.00680269 0.00629152 0.00565465],inf,0.006249624049975346,inf,1.0,0.00015126581381663096,0.023871805440469407,0,adam
46,46,0.005813726625244424,0.003325053726548072,[0.0081917  0.00810484 0.00495041 0.00200795],[0.00632258 0.00584971 0.00526889],inf,0.005813726625244423,inf,1.0,0.00013160902243229802,0.02220679992462271,0,adam
47,47,0.005381549269154543,0.0031028377263883286,[0.0076115  0.0075701  0.00448407 0.00186052],[0.00584548 0.00540462 0.00489455],inf,0.005381549269154543,inf,1.0,0.00011336169015462127,0.020556004024284702,0,adam
48,48,0.004955598691916357,0.002881474003493251,[0.00703646 0.00704106 0.00402748 0.00171739],[0.00537409 0.0049594  0.0045333 ],inf,0.004955598691916357,inf,1.0,9.661606858544193e-05,0.018928992667157196,0,adam
49,49,0.004538126708058165,0.002662748549616163,[0.00646967 0.00652091 0.00358294 0.00157899],[0.0049109  0.00451701 0.00418647],inf,0.004538126708058165,inf,1.0,8.142582052909317e-05,0.01733436715115544,0,adam
50,50,0.004131116174715618,0.002448517866364266,[0.00591393 0.00601245 0.00315243 0.00144565],[0.00445809 0.00408013 0.00385512],inf,0.004131116174715618,inf,1.0,6.780873354267502e-05,0.015779701432628856,0,adam
51,51,0.003736276319682689,0.0022407253528507446,[0.00537177 0.0055181  0.00273757 0.00131766],[0.00401763 0.00365119 0.00354001],inf,0.003736276319682689,inf,1.0,5.5750442064829756e-05,0.01427152428083267,0,adam
52,52,0.0033550461792615943,0.0020414313381853914,[0.00484538 0.00503993 0.00233967 0.0011952 ],[0.00359119 0.00323233 0.00324162],inf,0.0033550461792615943,inf,1.0,4.5208807860408864e-05,0.012815332409545244,0,adam
53,53,0.002988604675037575,0.0018528563820845805,[0.00433665 0.00457961 0.00195971 0.00107844],[0.00318019 0.00282541 0.00296021],inf,0.0029886046750375746,inf,1.0,3.611862458864602e-05,0.01141562896751469,0,adam
54,54,0.0026378857982141124,0.0016774324185220946,[0.00384717 0.00413851 0.00159841 0.00096746],[0.00278577 0.00243204 0.00269585],inf,0.0026378857982141124,inf,1.0,2.839634720790311e-05,0.010075981538344658,0,adam
55,55,0.0023156870376099953,0.0014993360875083187,[0.00337821 0.00371768 0.00130456 0.0008623 ],[0.00244512 0.00205354 0.00244839],inf,0.0023156870376099957,inf,1.0,2.194458739872397e-05,0.008845272928547088,0,adam
56,56,0.0020267026511659944,0.0013167568549962059,[0.00293081 0.00331788 0.00109516 0.00076296],[0.00217152 0.001691   0.00221758],inf,0.0020267026511659944,inf,1.0,1.665614845635955e-05,0.007741433882652471,0,adam
57,57,0.00175292847643331,0.001163193669049801,[0.00250574 0.00293963 0.00089693 0.00066941],[0.00191049 0.00134529 0.002003  ],inf,0.0017529284764333096,inf,1.0,1.2417382054184775e-05,0.006695693565861749,0,adam
58,58,0.001494542107526374,0.0010442489746854172,[0.00210354 0.00258323 0.00070981 0.00058159],[0.0016624  0.00101705 0.00180418],inf,0.001494542107526374,inf,1.0,9.110635285288404e-06,0.0057087303377232335,0,adam
59,59,0.0013061505127979422,0.0008896606262141053,[0.00172456 0.00224878 0.00075186 0.00049939],[0.00142751 0.0008704  0.00162053],inf,0.0013061505127979422,inf,1.0,6.615589727284569e-06,0.004989127452811104,0,adam
60,60,0.0011549403893522238,0.0007580532188667233,[0.00136897 0.00193624 0.00089183 0.00042272],[0.00120603 0.00080733 0.00145146],inf,0.001154940389352224,inf,1.0,4.809676069054728e-06,0.004411547326605314,0,adam
61,61,0.0010140302658632932,0.0007023425921818462,[0.00103677 0.00164541 0.0010225  0.00035144],[0.00099807 0.00074772 0.0012963 ],inf,0.0010140302658632932,inf,1.0,3.5691386794669287e-06,0.0038733103021666437,0,adam
62,62,0.0008832829332008498,0.0007232282442684303,[0.00072785 0.00137599 0.00114387 0.00028542],[0.00080367 0.00069179 0.00115439],inf,0.0008832829332008499,inf,1.0,2.7748652805988584e-06,0.003373892279223023,0,adam
63,63,0.000762524887678905,0.0008008977330788977,[0.00044197 0.00112758 0.00125605 0.0002245 ],[0.00062282 0.00063972 0.00102504],inf,0.000762524887678905,inf,1.0,2.3527402764120586e-06,0.0029126305225122273,0,adam
64,64,0.0007263171046130583,0.0008513750450378432,[0.00028981 0.00108775 0.00135918 0.00016853],[0.00053871 0.00073265 0.00090759],inf,0.0007263171046130583,inf,1.0,2.3992994688747066e-06,0.0027743269788327307,0,adam
65,65,0.0007305587708634122,0.0009125350069040487,[0.00025068 0.00110075 0.00145345 0.00011734],[0.00053604 0.00085428 0.00080136],inf,0.0007305587708634122,inf,1.0,2.784797209278075e-06,0.002790528950449067,0,adam
66,66,0.0007797703748549997,0.0009666959469481607,[2.97869730e-04 1.21131476e-03 1.53911723e-03 7.07797803e-05],[0.00060669 0.0009652  0.00076742],inf,0.0007797703748549997,inf,1.0,3.3949323321901897e-06,0.002978503431234847,0,adam
67,67,0.0008687156348048882,0.00100311399972517,[4.79012030e-04 1.35073610e-03 1.61644335e-03 2.86710615e-05],[0.00069953 0.00111819 0.00078842],inf,0.0008687156348048882,inf,1.0,4.135724523743435e-06,0.0033182492980898814,0,adam
68,68,0.0009567469449349226,0.001043553841865842,[6.56191297e-04 1.47590856e-03 1.68573522e-03 9.15270068e-06],[0.0007963  0.00126679 0.00080715],inf,0.0009567469449349225,inf,1.0,4.944347892468486e-06,0.0036545041337867623,0,adam
69,69,0.0010476016683656703,0.0010774216441336627,[8.13354671e-04 1.58687242e-03 1.74731852e-03 4.28610614e-05],[0.00092042 0.00139892 0.00082347],inf,0.0010476016683656703,inf,1.0,5.774370981791545e-06,0.004001543613881164,0,adam
