,step,mean_change,std_change,per_layer,per_qubit,rx_changes,ry_changes,rz_changes,changed,dnorm,rel_chg,rep,opt
0,0,0.011126467069612733,0.007139730933015713,[0.01570795 0.01570795 0.01047197 0.00261799],[0.01374446 0.00981747 0.00981747],inf,0.013089963547753857,0.009162970591471609,1.0,0.0013600530565354265,0.0849999471973466,0,adam
1,1,0.01111809893097758,0.007134376436975607,[0.01570064 0.01569325 0.01046027 0.00261823],[0.01372728 0.00981426 0.00981276],inf,0.013081030700360076,0.009155167161595082,1.0,0.0013511064811589481,0.0849360193271902,0,adam
2,2,0.011100995113007878,0.007123501657644585,[0.01568479 0.01566417 0.01043684 0.00261818],[0.01369384 0.00980653 0.00980261],inf,0.013061933907156417,0.009140056318859337,1.0,0.0013397119717209229,0.0848053557827606,0,adam
3,3,0.011072658727796647,0.007105637509460145,[0.01565742 0.01561707 0.01039867 0.00261747],[0.01364039 0.00979236 0.00978523],inf,0.013029331652950477,0.009115985802642812,1.0,0.0013253529127948496,0.08458888174552559,0,adam
4,4,0.011030568183529377,0.007079382506312673,[0.0156155  0.01554821 0.01034278 0.00261578],[0.01356316 0.00976974 0.0097588 ],inf,0.012979843772818018,0.009081292594240734,1.0,0.001307538867880302,0.08426733367300265,0,adam
5,5,0.010972255967412055,0.007043475210667144,[0.01555607 0.01545388 0.01026631 0.00261276],[0.01345847 0.00973666 0.00972164],inf,0.012910156296053632,0.00903435563877048,1.0,0.0012858327097457828,0.08382186115599244,0,adam
6,6,0.010895398777124596,0.0069968754264495255,[0.01547636 0.01533051 0.01016666 0.00260807],[0.0133229  0.00969109 0.00967221],inf,0.012817141791839076,0.008973655762410116,1.0,0.0012598800721137673,0.0832347154721651,0,adam
7,7,0.010797917789911031,0.0069388502262131444,[0.01537385 0.01517483 0.01004158 0.00260141],[0.01315346 0.00963111 0.00960919],inf,0.012697994711065308,0.008897840868756756,1.0,0.0012294396142408734,0.08249001558548441,0,adam
8,8,0.010678084105766086,0.00686905688844143,[0.01524647 0.0149841  0.0098893  0.00259247],[0.01294776 0.00955495 0.00953154],inf,0.012550375828572068,0.008805792382960106,1.0,0.0011944112944049649,0.0815745536728163,0,adam
9,9,0.010534621283034085,0.006787611227391881,[0.01509265 0.0147562  0.00970865 0.00258099],[0.01270424 0.0094611  0.00943853],inf,0.012372555223962077,0.00869668734210609,1.0,0.0011548589011597292,0.08047857843820627,0,adam
10,10,0.010366794532235683,0.006695127716706495,[0.01491141 0.01448985 0.00949919 0.00256673],[0.01242224 0.00934839 0.00932975],inf,0.012163539549374222,0.008570049515097142,1.0,0.001111022757949025,0.07919647650352046,0,adam
11,11,0.010174475398414422,0.006592718042629932,[0.01470245 0.01418474 0.00926122 0.00254948],[0.01210222 0.00921605 0.00920515],inf,0.011923167774701834,0.00842578302212701,1.0,0.001063319047851948,0.07772726654517759,0,adam
12,12,0.009958172130223524,0.006481938294296085,[0.01446617 0.01384158 0.00899585 0.00252909],[0.01174572 0.00906378 0.00906502],inf,0.011652160744775925,0.00826418351567112,1.0,0.0010123237321798876,0.0760748312968813,0,adam
