,step,mean_change,std_change,per_layer,per_qubit,rx_changes,ry_changes,rz_changes,changed,dnorm,rel_chg,rep,opt
0,0,3.7378104625266176e-11,4.1160678715398e-11,"[3.12627245e-11 1.78250135e-11 6.44174869e-11 5.09402540e-11
 2.24450442e-11]",[5.05269024e-11 1.79203370e-11 3.61458974e-11 4.49192818e-11],inf,inf,3.737810462526617e-11,1.0,1.394263772226901e-20,2.3795632131395905e-10,0,adam
1,1,4.795916845079814e-11,4.956386327727519e-11,"[2.30993683e-11 5.02381679e-11 6.56161801e-11 6.55709686e-11
 3.52711574e-11]",[8.50835873e-11 1.76523117e-11 2.47840611e-11 6.43167136e-11],inf,inf,4.795916845079814e-11,1.0,1.974289739928906e-20,3.053179931100658e-10,0,adam
2,2,4.861332254743527e-11,4.3118788168075514e-11,"[2.76116238e-11 4.98563771e-11 3.71710866e-11 7.49022594e-11
 5.35252660e-11]",[7.84411510e-11 1.74238738e-11 2.91552672e-11 6.94329982e-11],inf,inf,4.8613322547435276e-11,1.0,1.375159704391256e-20,3.0948221763082984e-10,0,adam
3,3,5.575492077003972e-11,4.9414755571171734e-11,"[2.20223581e-11 8.05851961e-11 6.16049569e-11 5.85912642e-11
 5.59708285e-11]",[8.80838518e-11 2.72863277e-11 1.99452365e-11 8.77042671e-11],inf,inf,5.5754920770039704e-11,1.0,9.247409531865836e-21,3.549469607122546e-10,0,adam
4,4,5.824639679471534e-11,5.609788225090795e-11,"[1.95635416e-11 7.14464575e-11 7.68029951e-11 5.93382566e-11
 6.40807332e-11]",[9.22613068e-11 2.37966978e-11 2.29671955e-11 9.39603870e-11],inf,inf,5.824639679471536e-11,1.0,9.252815537510113e-21,3.7080805093125946e-10,0,adam
5,5,5.887087349027006e-11,6.031758566687774e-11,"[3.71491566e-11 5.24460322e-11 7.82449672e-11 6.03548395e-11
 6.61593720e-11]",[8.10278590e-11 1.88220556e-11 2.48177190e-11 1.10815860e-10],inf,inf,5.887087349027006e-11,1.0,1.2023228856257672e-20,3.747833154932323e-10,0,adam
6,6,6.227587895243724e-11,6.285363362923608e-11,"[3.56680332e-11 6.00994621e-11 7.51236736e-11 6.41416619e-11
 7.63465639e-11]",[7.80968635e-11 3.58953463e-11 2.34665885e-11 1.11644717e-10],inf,inf,6.227587895243725e-11,1.0,1.2023980068465732e-20,3.964599759598286e-10,0,adam
7,7,6.489440058715286e-11,6.465840394093622e-11,"[4.69126597e-11 6.72438811e-11 6.17585975e-11 7.32890548e-11
 7.52678098e-11]",[7.56423458e-11 4.04314065e-11 2.16520947e-11 1.21851755e-10],inf,inf,6.489440058715286e-11,1.0,1.3643586523081465e-20,4.1313064080839013e-10,0,adam
8,8,6.981245212342744e-11,6.753721239457513e-11,"[4.83563756e-11 8.11560294e-11 5.95333810e-11 7.19067689e-11
 8.81097056e-11]",[7.77019671e-11 4.57440929e-11 2.43355212e-11 1.31468227e-10],inf,inf,6.981245212342744e-11,1.0,7.580699878902346e-21,4.444395962366343e-10,0,adam
9,9,7.296453916129716e-11,7.626643959725995e-11,"[3.30257548e-11 8.35558137e-11 7.43905673e-11 7.80964494e-11
 9.57541106e-11]",[1.01261647e-10 2.67918003e-11 2.96314310e-11 1.34173279e-10],inf,inf,7.296453916129715e-11,1.0,6.335201373875638e-21,4.64506877406734e-10,0,adam
10,10,7.754237528460472e-11,8.719050705919545e-11,"[4.53641768e-11 8.36319365e-11 7.11372143e-11 7.64324309e-11
 1.11146118e-10]",[1.12835511e-10 3.66895689e-11 2.66846006e-11 1.33959821e-10],inf,inf,7.754237528460473e-11,1.0,4.543022673199065e-21,4.936504538477493e-10,0,adam
11,11,8.383088883078811e-11,1.139825817677073e-10,"[3.24064838e-11 8.37266757e-11 9.54948312e-11 7.66071731e-11
 1.30919280e-10]",[1.44377840e-10 2.18661975e-11 2.35062107e-11 1.45573307e-10],inf,inf,8.383088883078811e-11,1.0,2.4820328765171192e-21,5.336837638481029e-10,0,adam
12,12,9.481820649946124e-11,1.3104906969378078e-10,"[3.97997186e-11 7.98194346e-11 1.23103577e-10 8.10986322e-11
 1.50269670e-10]",[1.72230144e-10 1.64222975e-11 3.34358235e-11 1.57184561e-10],inf,inf,9.481820649946124e-11,1.0,2.0486387058145225e-20,6.036315891577715e-10,0,adam
13,13,9.410698651436106e-11,1.249613496422834e-10,"[4.43261436e-11 7.23301090e-11 9.66755183e-11 8.54635252e-11
 1.71739637e-10]",[1.61122120e-10 1.00697728e-11 4.41153630e-11 1.61120690e-10],inf,inf,9.410698651436106e-11,1.0,1.3502730677618426e-20,5.991038776187452e-10,0,adam
14,14,9.033195308324014e-11,1.218029761405578e-10,"[4.51889115e-11 5.58046752e-11 9.51879424e-11 8.76760546e-11
 1.67802182e-10]",[1.48470854e-10 2.03312912e-11 4.19765671e-11 1.50549100e-10],inf,inf,9.033195308324012e-11,1.0,1.7658334749314873e-20,5.750713238938943e-10,0,adam
15,15,8.223196707442412e-11,1.226718963966014e-10,"[3.98873077e-11 3.70086827e-11 8.70586801e-11 9.41653865e-11
 1.53039778e-10]",[1.25148733e-10 1.67703693e-11 4.72708027e-11 1.39737964e-10],inf,inf,8.223196707442412e-11,1.0,3.205536783727089e-20,5.235050171137345e-10,0,adam
