,Layer,Qubit,Run,2-Norm,Trace Norm,Diamond Norm
0,1,0,0,0.12078096341443414,0.182478857865297,0.014588041123318882
1,2,0,1,0.05583111711031281,0.060697603659241865,0.0031171136377854615
2,3,0,2,0.05579907924030103,0.06115188509230762,0.0031135372440653903
3,4,0,3,0.034831809631433244,0.04765954277223462,0.0012132549622004061
4,2,0,4,0.0612338830419221,0.06302428258975354,0.003749588432391793
5,0,0,5,0.0763463140107821,0.14562189481613985,0.005828759663032944
6,1,0,6,1.9999210383607595,2.2239986238122444,0.00031584032202001765
7,2,0,7,0.038052809213232196,0.04714938319231258,0.0014480162890186485
8,2,0,8,0.043727920998334495,0.0827854761144917,0.0019121310748365825
9,4,0,9,0.06625662482455587,0.11453147563073504,0.004389940333141953
10,0,0,10,0.06406728856634357,0.08440104682225091,0.004104617464243139
11,1,0,11,0.009351708160925077,0.01243659772627971,8.745444552711266e-05
12,2,0,12,0.05361921260539583,0.06750881418500462,0.002875019960422638
13,2,0,13,0.09821796758584107,0.1130263377042773,0.00964676915669332
14,3,0,14,0.0855926458115038,0.14470017940875388,0.0073261010170135405
15,2,0,15,0.1019971131781714,0.14031053092068166,0.010403411096680708
16,4,0,16,0.1344618199212223,0.13230321464179312,0.01807998101652722
17,0,0,17,0.10803444269867371,0.20991716956900947,0.011671440809213014
18,2,0,18,0.10824259469656516,0.13142968828116564,0.011716459306644873
19,0,0,19,0.20165785282466991,0.1350410540748495,0.040665889605856244
20,2,0,20,0.056145618912410815,0.09291092415878649,0.0031523305230576645
21,3,0,21,0.06978075774096446,0.12017625945235755,0.004869354150903163
22,3,0,22,0.06180961267715355,0.11451718433821602,0.0038204282192997297
23,3,0,23,0.12964080657194807,0.17313287148321896,0.01680673872862525
24,3,0,24,0.13846635355065096,0.23588850952941992,0.019172931065613852
25,2,0,25,0.08685632623014115,0.1414436901349026,0.007544021406196699
26,3,0,26,0.04037877012931749,0.009567507289238634,0.0016304450771562615
27,3,0,27,0.1120866357036112,0.12986263740198162,0.012563413903354047
28,1,0,28,0.1604101061251675,0.26347223349016413,0.025731402147087513
29,4,0,29,0.04592004572228163,0.06899272951207193,0.002108650599136428
30,4,0,30,0.13477497686919598,0.025625602362694122,0.018164294390092307
31,3,0,31,0.04324093102891807,0.0544707905196338,0.0018697781162476499
32,1,0,32,0.10437269804695022,0.12566299232248837,0.010893660097599843
33,3,0,33,0.047590383588015955,0.0821953996507151,0.002264844610054498
34,2,0,34,0.02006369600286023,0.033363063551017015,0.00040255189729518923
35,3,0,35,0.07022446177215158,0.11419415038862692,0.004931475031188377
36,0,0,36,0.06445505943760264,0.1043222363110323,0.00415445468710489
37,3,0,37,0.0827978550544239,0.142860250098117,0.006855484801613389
38,4,0,38,0.06277286758878624,0.08913758918617326,0.003940432905319288
39,4,0,39,0.13299064721314094,0.17262791732798077,0.017686512246170114
40,3,0,40,0.07594227811400532,0.061734431325788645,0.005767229605144921
41,3,0,41,1.9976306120381804,2.1880861720947347,0.009471937847966233
42,1,0,42,0.11339988631655414,0.2104703292135029,0.01285953421660741
43,4,0,43,0.0317396517999883,0.02858335771331867,0.0010074054963844952
44,0,0,44,1.9981109663088117,2.3521173335011465,0.0075525663164662665
45,1,0,45,0.11124880404692845,0.1200829487816957,0.012376296401871888
46,3,0,46,0.10745442379660337,0.1818213136662723,0.011546453193460048
47,0,0,47,0.10839252020478411,0.10407918105069677,0.011748938436344529
48,3,0,48,0.04909858170091073,0.0900352045350184,0.0024106707250410057
49,0,0,49,0.08687162031849795,0.1632025063870962,0.00754667841676127
50,2,0,50,0.06495220330445844,0.0718770701241693,0.004218788714103703
51,3,0,51,0.06795079747267291,0.09836009619681066,0.004617310877172205
52,1,0,52,0.11112956072673062,0.20091332101611453,0.012349779267316114
53,2,0,53,0.06943368601127005,0.11247958216973969,0.004821036753111636
54,0,0,54,0.10750415088957382,0.05508719443555114,0.011557142458488249
55,1,0,55,0.07899611002842326,0.04717990826123104,0.0062403853996227535
56,3,0,56,0.08480355591863137,0.15185219911405348,0.007191643096444438
57,3,0,57,0.12501462609575292,0.2349451897111586,0.01562865673786091
58,4,0,58,0.1105125100615349,0.03301662719398696,0.012213014880100855
59,3,0,59,0.09669155670713099,0.12025372868339237,0.009349257138448325
60,4,0,60,1.9986860988469548,3.418797987133412,0.005253878275941718
61,4,0,61,0.0736220452462251,0.098567838163899,0.0054202055462372065
62,0,0,62,0.07141552364297525,0.14205839716861962,0.005100177017200353
63,3,0,63,0.08256955560946563,0.1132248135658327,0.006817731513544634
64,1,0,64,1.9979114769938575,1.2873138365443881,0.008349730096224585
65,1,0,65,0.06378526303334116,0.0957568819725055,0.004068559780232519
66,2,0,66,0.1901599566038355,0.025825836256190584,0.03616080909557258
67,3,0,67,0.08656951735972467,0.08896067900585655,0.007494281335895669
68,1,0,68,0.06984737357380302,0.13655580694214434,0.004878655595158395
69,1,0,69,0.08595431326418271,0.09302508757314829,0.007388143968717257
70,4,0,70,0.11016920510259232,0.09987483289557407,0.012137253752937054
71,3,0,71,0.049746833360476805,0.09279079107939134,0.002474747429395046
72,1,0,72,0.13382957943189197,0.18998453790532435,0.01791035633091708
73,0,0,73,0.12663393653796923,0.07082971498934723,0.01603615388310242
74,2,0,74,0.07301698291515026,0.11635300396371676,0.005331479794031344
75,4,0,75,0.0945372236262584,0.13065357384985155,0.008937286650961187
76,1,0,76,0.10464142195750062,0.10138917478731707,0.01094982718928769
77,0,0,77,0.12129270456075833,0.14361959265931065,0.014711920179663402
78,0,0,78,0.06466157422185274,0.06843297730074444,0.00418111918084817
79,4,0,79,0.11581170459109928,0.22136377080355105,0.01341235092029605
80,3,0,80,1.9996862390418682,2.233597452305704,0.0012549453865892707
81,4,0,81,0.1500015414925195,0.2974645129827559,0.02250046245013202
82,1,0,82,0.1059681148536803,0.11120271831909018,0.011229241365642774
83,0,0,83,0.06654482595308107,0.02224368359743751,0.004428213861125852
84,0,0,84,0.07533566070465687,0.08034021552064856,0.005675461773807184
85,2,0,85,0.08014133587322303,0.13749863977910026,0.006422633715544738
86,4,0,86,0.07381201502218622,0.10209768660053897,0.005448213561635443
87,1,0,87,0.1244679637973409,0.20124802372833092,0.015492274011856159
88,1,0,88,1.9996976553648889,3.4933929215545514,0.0012092871281660722
89,4,0,89,0.09630545416098259,0.1356598624182066,0.009274740501153114
90,4,0,90,0.06539121052176616,0.07652186637776155,0.004276010413501934
91,3,0,91,0.10258845999213695,0.17841482231534625,0.010524392123558286
92,0,0,92,0.0575693964458581,0.1070007050749052,0.003314235407140375
93,2,0,93,0.15313821734862443,0.28091574722618196,0.02345131361271454
94,3,0,94,0.07613192919375651,0.11766258163955684,0.005796070642763152
95,0,0,95,0.07602948239021544,0.1276679426972571,0.0057804821925240765
96,1,0,96,0.08850761580356485,0.136118912817079,0.007833598055231445
97,2,0,97,0.04883151245977217,0.08031088371071254,0.0023845166091088846
98,0,0,98,0.06663808264018739,0.10141017666750168,0.004440634057960445
99,0,0,99,0.050900699705655555,0.05733480261001539,0.0025908812305253243
100,1,0,100,0.08237132920146607,0.08037831658240804,0.006785035874416285
101,1,0,101,0.07906738177865533,0.14852144780012075,0.006251650861331631
102,4,0,102,1.9940359597697104,3.2397411423825115,0.023820591145291486
103,0,0,103,0.06707579639728017,0.13270670050988095,0.004499162462329385
104,1,0,104,0.11146807288066542,0.19022860963614777,0.012425131271729338
105,0,0,105,0.07737038044563878,0.14806257702952685,0.005986175770302886
106,0,0,106,0.04961085557028487,0.07350895561465956,0.002461236990415664
107,3,0,107,0.07484086717065352,0.05149667463605699,0.005601155398855406
108,0,0,108,0.042060650049845216,0.047417960411622384,0.0017690982826155436
109,3,0,109,0.0974460606959965,0.18357481026652517,0.00949573474516783
110,1,0,110,1.9971731516272229,1.729462515927358,0.011299402419387166
111,1,0,111,0.10123363573564019,0.1364006392358899,0.010248249004256289
112,3,0,112,0.03682318312426993,0.053146554997578054,0.0013559468154035162
113,1,0,113,0.04183716080206053,0.08344658647520159,0.0017503480239774694
114,2,0,114,0.06741126962068676,0.11298093529509076,0.004544279271872929
115,3,0,115,0.09227870053582281,0.050968223048715566,0.008515358572580064
116,1,0,116,0.14558297804968712,0.18034822414364285,0.02119440349781569
117,2,0,117,0.03474356037940923,0.047649291827834846,0.0012071149878376518
118,1,0,118,0.08803553512845698,0.09631760279093422,0.007750255445353778
119,4,0,119,0.10974778231703133,0.05319486150380992,0.01204457572350649
120,2,0,120,0.10952998072522147,0.15194431920137774,0.01199681667766738
121,3,0,121,0.10108409613455803,0.12143225419951978,0.010217994491340565
122,0,0,122,0.0609519258399129,0.07015237232564614,0.0037151372635942414
123,0,0,123,0.12987492670419765,0.23750940278696142,0.01686749658642072
124,3,0,124,0.05137294370611855,0.05048624917366772,0.002639179345032025
125,2,0,125,0.060480564169199544,0.032928773106219986,0.003657898642224662
126,2,0,126,0.08447946542945922,0.16781875864050508,0.007136780079247196
127,2,0,127,0.0858673642447512,0.1541449552310306,0.007373204242340773
128,4,0,128,1.9978090834802493,3.3348140809922904,0.008758865963806073
129,2,0,129,0.0761020179659878,0.01079920461503956,0.005791517138495519
130,0,0,130,0.06053942532180402,0.08911233141801395,0.0036650220182942858
131,1,0,131,1.9993705760987692,3.0236584008695706,0.002517299430474106
132,0,0,132,0.062176124753758305,0.08587429550409666,0.003865870489394914
133,4,0,133,0.10026794920312893,0.08696100464179825,0.010053661637401241
134,0,0,134,0.09228972407794546,0.14517767196626985,0.00851739317038329
135,2,0,135,0.03315621337753724,0.056717521292102085,0.0010993344855367798
136,1,0,136,0.09248785615012009,0.1676635673843068,0.00855400353524531
137,0,0,137,0.07348603005912452,0.07275782162791113,0.0054001966138505515
138,3,0,138,0.13051997995842088,0.22128539118946303,0.017035465168346593
139,3,0,139,1.999375125044592,3.241933597980613,0.0024991093529229944
140,3,0,140,0.05619500443577891,0.06096434957021627,0.0031578785235372112
141,2,0,141,0.03955502186251515,0.06516811884210642,0.0015645997545440486
142,3,0,142,0.06595509217429418,0.08771913665024177,0.004350074183719644
